1.417836936913990416e+06,1.303313641834345731e+02
1.170866182065259200e+06,1.148343542458593021e+02
1.326527797709383070e+06,5.204880008153078563e+01
1.436352741833462846e+06,5.627163683670488581e+01
1.667446349702640902e+06,1.127619487867021775e+02
1.606816045519146603e+06,7.443317453847330967e+01
1.125028499903850025e+06,1.268587468470348938e+02
1.136761078469780739e+06,1.346791004179472111e+02
1.546837176702359691e+06,6.006711495956871261e+01
1.204829831373606808e+06,7.940989978662986459e+01
1.064350222706669010e+06,9.824073508822678491e+01
1.378786504343896639e+06,1.089597066353596801e+02
1.157808181758759078e+06,1.176371554325051818e+02
1.079798242954988498e+06,5.759932273889069876e+01
1.233522826611716999e+06,1.266350041904444623e+02
1.080563922141212272e+06,6.904564581183250027e+01
1.675246315472383751e+06,1.095672393458226423e+02
1.037937509230531170e+06,1.021911729049363373e+02
1.339204708113416098e+06,7.771039614193362866e+01
1.503684123390292050e+06,1.331154097831642957e+02
1.593390835035602562e+06,7.591831268782721054e+01
1.321912950437184423e+06,1.082597018809937737e+02
1.226805814032352529e+06,4.590553271477212149e+01
1.226088696155141573e+06,1.145431695679776993e+02
1.140683807535342639e+06,1.475207511755995142e+02
1.433822481325350469e+06,5.673396530524519221e+01
1.681267981562334578e+06,8.950383550388735898e+01
1.033956451202348922e+06,9.132097511583189942e+01
1.602113035902750446e+06,9.215441155958140484e+01
1.227191227345563937e+06,1.151196693682142893e+02
1.105322199163124664e+06,1.109457859087287659e+02
1.047911181752395467e+06,5.283607350947951176e+01
1.359853230770450784e+06,4.285451155049652527e+01
1.617696816097039264e+06,1.479813231716382518e+02
1.028920609930446488e+06,5.540210446207927930e+01
1.362012733400636585e+06,1.354977250281507395e+02
1.691097033237978816e+06,1.258134088953813574e+02
1.312077933606373845e+06,1.298503613478683008e+02
1.395331110403290950e+06,9.909055604231329539e+01
1.609971896143636666e+06,6.121083597396874865e+01
1.154191929684973322e+06,1.157071160112567583e+02
1.487374709738923237e+06,9.138077247507243328e+01
1.282478876567413565e+06,7.828700167814606914e+01
1.006485970302034169e+06,8.075045957198170754e+01
1.165671957086673006e+06,1.271001732048686392e+02
1.482141376717877109e+06,1.147884523757218602e+02
1.434260082859887742e+06,7.585580778654890821e+01
1.054999026058911579e+06,7.931683872495021603e+01
1.187093762892501429e+06,1.029231669768533379e+02
1.088494027021245332e+06,1.033367742015055200e+02
1.523638595343350433e+06,1.324581973590952089e+02
1.329528663644071668e+06,1.223655318619292132e+02
1.515382208580339793e+06,1.109687683908819338e+02
1.243035074361852603e+06,1.477348725242199521e+02
1.626438622288913000e+06,9.000893575494080778e+01
1.697523552320439136e+06,1.130775222906477779e+02
1.618723201993160415e+06,5.935383394926221001e+01
1.291409518343509641e+06,1.449426103795242966e+02
1.655034538853521459e+06,9.900877725978207877e+01
1.126067241545740748e+06,7.405545524268686108e+01
1.565309278945670696e+06,1.137695132285699628e+02
1.337779580342530739e+06,5.345557102703654806e+01
1.059066240507249255e+06,1.243676716057844658e+02
1.323460300115258433e+06,7.412897774701251308e+01
1.250554865063312463e+06,9.408028245209770546e+01
1.189784790094102966e+06,7.500326692201986134e+01
1.023459196670804871e+06,1.161186390926099534e+02
1.306581156779144658e+06,4.335940568391674077e+01
1.642187931690569036e+06,9.510881516115382794e+01
1.248493889954170678e+06,5.739833651030861006e+01
1.394075944228432374e+06,6.583177732492259793e+01
1.151609250007056864e+06,1.111630795049587732e+02
1.607904175261597149e+06,4.729774825889315082e+01
1.286781434828776866e+06,1.223924294463130309e+02
1.237608865707816090e+06,1.338504845670187251e+02
1.365714233678966528e+06,1.449150106499406547e+02
1.332556017627620604e+06,5.638322023533317662e+01
1.009711585309633520e+06,1.332195910919015773e+02
1.342028569004096091e+06,1.271364436997967289e+02
1.356239353606277378e+06,1.259548533171107465e+02
1.081579664975593332e+06,5.763975827302033395e+01
1.487127572039022809e+06,1.134108013402735367e+02
1.438340464047374437e+06,1.465383965516285514e+02
1.326318558737431653e+06,9.164665391546782303e+01
1.123373133632197278e+06,1.032068617754047466e+02
1.422785007677665446e+06,5.652629802979473794e+01
1.671782640473423526e+06,1.290694218806251570e+02
1.586372261444478296e+06,5.218624386645223723e+01
1.450929412775082048e+06,1.161984559267067141e+02
1.117542007347089937e+06,4.827944200760060767e+01
1.279601653274837648e+06,1.450757293551103544e+02
1.653539526145624695e+06,1.372831331457687725e+02
1.048246015083312872e+06,1.139376414719844917e+02
1.008160363208898343e+06,1.131874471011986998e+02
1.194038692260082578e+06,1.240137535782242963e+02
1.461935760128197726e+06,1.409916860025168717e+02
1.683680559910386568e+06,1.496884282972652898e+02
1.437072947998970747e+06,1.240844260345907770e+02
1.558123778736979002e+06,7.973081871571434931e+01
1.641339949181597680e+06,5.355794308878726895e+01
1.538268400007935241e+06,1.082137973859072417e+02
1.123231326344026020e+06,7.005930132871347382e+01
1.174146179225279484e+06,8.538146627947935485e+01
1.589964260815768503e+06,1.211305789457296100e+02
1.648219811493120622e+06,1.393489432884337020e+02
1.533571553833260667e+06,1.209181808951627346e+02
1.145181725457329303e+06,9.946712485906897427e+01
1.072921561194903683e+06,7.829094133238930908e+01
1.470899425584361423e+06,7.403463081004267110e+01
1.310496472364935558e+06,1.085029558784697059e+02
1.283569658677586121e+06,1.292630422846837064e+02
1.103652612704075873e+06,1.251210959961248932e+02
1.031795208278254489e+06,7.273320757549110738e+01
1.034748322138356045e+06,1.457584310097561229e+02
1.605353835920308717e+06,9.883649750905446751e+01
1.317031422917204909e+06,1.126100421937541256e+02
1.093093807071261574e+06,8.608180061611719225e+01
1.553819958487628028e+06,6.778433804534300577e+01
1.448343511266604997e+06,4.511299333881462559e+01
1.303731879605733324e+06,1.372796688932662619e+02
1.435644560200779699e+06,8.669484498552634477e+01
1.001434819997695624e+06,7.139077129026586022e+01
1.318378924057527445e+06,6.846201187813075251e+01
1.217336833341117715e+06,1.323216217900889546e+02
1.335179577412491431e+06,9.939968872925160781e+01
1.031920150207306957e+06,1.447841872318227274e+02
1.291808283515188377e+06,4.238093366372903148e+01
1.363293366505628452e+06,1.416866286938219162e+02
1.644862654382808600e+06,1.299166829849803264e+02
1.692842326586964540e+06,1.391234699693784478e+02
1.645692015921678161e+06,1.209474826769865530e+02
1.262840640865109861e+06,1.167153747709872817e+02
1.455061366860695649e+06,1.097473773746709895e+02
1.644408159316352336e+06,9.307914032761219403e+01
1.473212818899130449e+06,5.886801923316891560e+01
1.183269045073485933e+06,1.435344063569410764e+02
1.305459701493257657e+06,1.198527289500988928e+02
1.115486112393935677e+06,7.361761512350460634e+01
1.380889087223512586e+06,1.241069228854277071e+02
1.675555057588342577e+06,5.468834294469516522e+01
1.081307741036193678e+06,4.143684916283479680e+01
1.246353271740871482e+06,1.352443342830881647e+02
1.394328937815374695e+06,7.565540023676672376e+01
1.498382229619381018e+06,5.586411481854319305e+01
1.058433524025975727e+06,1.426362860561701211e+02
1.624597325237681624e+06,4.212131616644444421e+01
1.626229739455212839e+06,1.160372173182259559e+02
1.300149740798613988e+06,8.888419963915531241e+01
1.521582979837934719e+06,4.507562313463370174e+01
1.140853915943098953e+06,7.794105846244534064e+01
1.478183201712366892e+06,5.141513179432998015e+01
1.048862493452655617e+06,5.030740338332223871e+01
1.331470757665097713e+06,1.331483781574474392e+02
1.550682385945500340e+06,6.503680308321247594e+01
1.232336990690607578e+06,1.056039753464950905e+02
1.573997327404097654e+06,7.376705794243139280e+01
1.086089132555938559e+06,1.302103827473843296e+02
1.217441916268075351e+06,1.100761219833179752e+02
1.491887627807032550e+06,5.461322740621547922e+01
1.105773297398043564e+06,1.299973472903860738e+02
1.105513797258979175e+06,1.462088467990824938e+02
1.064418774390642066e+06,9.339134972558949244e+01
1.526389185603912454e+06,6.530004713635510427e+01
1.620846678802514449e+06,1.180899362962243373e+02
1.698357380461834837e+06,4.678638081418610994e+01
1.507030902392797638e+06,1.308450399553957197e+02
1.264882889401083114e+06,6.535806296341461064e+01
1.554761544231656706e+06,1.137361543575995313e+02
1.513669424360613106e+06,9.766646911452752988e+01
1.310267891513964161e+06,1.134868924447558527e+02
1.484870065873862244e+06,8.411484406954065207e+01
1.270459802785506938e+06,1.235893011444616434e+02
1.255093048169079702e+06,1.440795241093305776e+02
1.499392275946311187e+06,1.449538974128043094e+02
1.384067986413573846e+06,1.393388646349812348e+02
1.585076474780719727e+06,1.479398610472948690e+02
1.311576246502581052e+06,1.147369410036282602e+02
1.462620567175131291e+06,5.812821938446052172e+01
1.382606594973861007e+06,8.254868565464289532e+01
1.652353243411976378e+06,1.020993342831220900e+02
1.575661522862630431e+06,5.589458264614477656e+01
1.175225646719820565e+06,1.158862874667624112e+02
1.399891029503027443e+06,1.305377733343442799e+02
1.458445754153486108e+06,1.431069352839117528e+02
1.373929665071996162e+06,8.123640077667838000e+01
1.198973803483943921e+06,6.319796896903224592e+01
1.223510987602099543e+06,8.806277816731775943e+01
1.239127923949155724e+06,1.367395025538834830e+02
1.452639571868908359e+06,5.524546264115437566e+01
1.142620296047396492e+06,8.697946412277705974e+01
1.237989652709977701e+06,5.256225227722256221e+01
1.651132281938821543e+06,1.107973803861022901e+02
1.680412830815220019e+06,6.360356386695273301e+01
1.090136730251624249e+06,8.323980301868587617e+01
1.135016766021315707e+06,1.096349591017143723e+02
1.579347718316152226e+06,9.929924532981873142e+01
1.569998038280439563e+06,8.228638405016268109e+01
1.128058929845724022e+06,5.363296962547258317e+01
1.120850346971485065e+06,5.790092624091932549e+01
1.150098391296329908e+06,1.171276002845344379e+02
1.236004855904245283e+06,7.640827775970635116e+01
1.414099227083214326e+06,6.613001697194331996e+01
1.156009816651438829e+06,9.053760505019135962e+01
1.074779327011014801e+06,8.994188982868752191e+01
1.456750790308579803e+06,1.393164983610180343e+02
1.166134146197922993e+06,1.474966411801356116e+02
1.690324370837206952e+06,1.027867233830916973e+02
1.311349520211237250e+06,1.484952737524729400e+02
1.292549609857390635e+06,5.687914452655123654e+01
1.540974904879386304e+06,4.554175377579301198e+01
1.394668755222409498e+06,5.926751605842717652e+01
1.385858981205091346e+06,5.177919859737697550e+01
1.578613227144073229e+06,8.787760369554619899e+01
1.510934013393873814e+06,4.237917456663012672e+01
1.636613274548245827e+06,5.332073351248190818e+01
1.563852403010848910e+06,1.082210259653620454e+02
1.678352099628605414e+06,1.174204023997836686e+02
1.424953004059146857e+06,8.825560337015696177e+01
1.066153053454770939e+06,6.886933875696709606e+01
1.385111034342852188e+06,9.986061017809744556e+01
1.058790847025598399e+06,7.415969221013327228e+01
1.242832340634807479e+06,4.436268978744632108e+01
1.138529612944023916e+06,8.194268987898885825e+01
1.674164622707764618e+06,1.314202565304393886e+02
1.123103923545429483e+06,6.395762056717035193e+01
1.011632847921833163e+06,9.064246011182477503e+01
1.445644303150905529e+06,4.699857742885285461e+01
1.465485791335059330e+06,1.263487375661785990e+02
1.153904006804687902e+06,4.349602290887783340e+01
1.116602919519708958e+06,8.059104661047538798e+01
1.595755404656727798e+06,1.373526813358992626e+02
1.644264659331791103e+06,4.446962870522762046e+01
1.658874011463584611e+06,1.098048819086721863e+02
